Timestamp,Machine_ID,Power_Consumption_kW,Machine_Status,Alarm_Code
2024-01-15 04:30:00,Machine_6,154.41,Running,None
2024-01-15 04:30:00,Machine_7,193.31,Running,None
2024-01-15 04:30:00,Machine_8,136.12,Error,Overheat
2024-01-15 04:30:00,Machine_9,152.24,Running,None
2024-01-15 04:30:00,Machine_10,156.05,Running,None
2024-01-15 04:45:00,Machine_1,114.41,Idle,None
2024-01-15 04:45:00,Machine_2,142.20,Running,None
2024-01-15 04:45:00,Machine_3,118.51,Running,None
2024-01-15 04:45:00,Machine_4,181.00,Running,None
2024-01-15 04:45:00,Machine_5,161.82,Running,None
2024-01-15 04:45:00,Machine_6,121.02,Error,Overheat
2024-01-15 04:45:00,Machine_7,151.39,Running,Low Pressure
2024-01-15 04:45:00,Machine_8,127.87,Running,None
2024-01-15 04:45:00,Machine_9,153.76,Idle,None
2024-01-15 04:45:00,Machine_10,104.58,Running,Vibration High
2024-01-15 05:00:00,Machine_1,161.44,Running,None
2024-01-15 05:00:00,Machine_2,169.11,Running,None
2024-01-15 05:00:00,Machine_3,138.38,Running,None
2024-01-15 05:00:00,Machine_4,126.41,Running,None
2024-01-15 05:00:00,Machine_5,112.07,Running,None
2024-01-15 05:00:00,Machine_6,155.03,Running,None
2024-01-15 05:00:00,Machine_7,109.08,Running,None
2024-01-15 05:00:00,Machine_8,140.67,Running,None
2024-01-15 05:00:00,Machine_9,168.48,Idle,None
2024-01-15 05:00:00,Machine_10,129.18,Idle,None
2024-01-15 05:15:00,Machine_1,156.22,Running,None
2024-01-15 05:15:00,Machine_2,182.14,Running,None
2024-01-15 05:15:00,Machine_3,118.71,Running,None
2024-01-15 05:15:00,Machine_4,110.89,Running,None
2024-01-15 05:15:00,Machine_5,169.49,Running,None
2024-01-15 05:15:00,Machine_6,144.63,Running,None
2024-01-15 05:15:00,Machine_7,149.57,Running,None
2024-01-15 05:15:00,Machine_8,148.04,Running,Low Pressure
2024-01-15 05:15:00,Machine_9,196.78,Running,None
2024-01-15 05:15:00,Machine_10,176.91,Running,None
2024-01-15 05:30:00,Machine_1,188.50,Running,None
2024-01-15 05:30:00,Machine_2,178.66,Running,None
2024-01-15 05:30:00,Machine_3,195.80,Running,None
2024-01-15 05:30:00,Machine_4,109.91,Running,Low Pressure
2024-01-15 05:30:00,Machine_5,102.97,Running,None
2024-01-15 05:30:00,Machine_6,119.46,Error,Vibration High
2024-01-15 05:30:00,Machine_7,147.36,Error,Vibration High
2024-01-15 05:30:00,Machine_8,126.89,Running,None
2024-01-15 05:30:00,Machine_9,130.19,Running,None
2024-01-15 05:30:00,Machine_10,139.32,Error,Overheat
2024-01-15 05:45:00,Machine_1,130.28,Idle,None
2024-01-15 05:45:00,Machine_2,198.60,Idle,None
2024-01-15 05:45:00,Machine_3,198.33,Running,None
2024-01-15 05:45:00,Machine_4,101.84,Running,None
2024-01-15 05:45:00,Machine_5,142.73,Idle,None
2024-01-15 05:45:00,Machine_6,144.66,Running,Vibration High
2024-01-15 05:45:00,Machine_7,165.57,Running,None
2024-01-15 05:45:00,Machine_8,165.11,Running,None
2024-01-15 05:45:00,Machine_9,100.56,Running,None
2024-01-15 05:45:00,Machine_10,145.98,Idle,None
2024-01-15 06:00:00,Machine_1,143.39,Running,None
2024-01-15 06:00:00,Machine_2,157.13,Running,None
2024-01-15 06:00:00,Machine_3,145.74,Running,None
2024-01-15 06:00:00,Machine_4,100.47,Idle,None
2024-01-15 06:00:00,Machine_5,197.93,Running,None
2024-01-15 06:00:00,Machine_6,162.77,Running,None
2024-01-15 06:00:00,Machine_7,114.00,Running,None
2024-01-15 06:00:00,Machine_8,163.57,Idle,None
2024-01-15 06:00:00,Machine_9,154.29,Running,None
2024-01-15 06:00:00,Machine_10,109.20,Running,None
2024-01-15 06:15:00,Machine_1,182.78,Running,Low Pressure
2024-01-15 06:15:00,Machine_2,154.28,Idle,None
2024-01-15 06:15:00,Machine_3,125.00,Running,None
2024-01-15 06:15:00,Machine_4,128.24,Running,None
2024-01-15 06:15:00,Machine_5,152.60,Running,None
2024-01-15 06:15:00,Machine_6,106.44,Running,None
2024-01-15 06:15:00,Machine_7,179.99,Running,None
2024-01-15 06:15:00,Machine_8,155.13,Running,None
2024-01-15 06:15:00,Machine_9,198.30,Running,None
2024-01-15 06:15:00,Machine_10,180.71,Idle,None
2024-01-15 06:30:00,Machine_1,178.69,Running,None
2024-01-15 06:30:00,Machine_2,115.91,Running,None
2024-01-15 06:30:00,Machine_3,188.96,Running,Low Pressure
2024-01-15 06:30:00,Machine_4,110.50,Running,None
2024-01-15 06:30:00,Machine_5,173.18,Running,None
2024-01-15 06:30:00,Machine_6,131.56,Running,None
2024-01-15 06:30:00,Machine_7,123.66,Running,None
2024-01-15 06:30:00,Machine_8,101.07,Running,None
2024-01-15 06:30:00,Machine_9,128.48,Running,None
2024-01-15 06:30:00,Machine_10,127.01,Running,None
2024-01-15 06:45:00,Machine_1,188.10,Idle,None
2024-01-15 06:45:00,Machine_2,131.22,Running,None
2024-01-15 06:45:00,Machine_3,189.25,Running,None
2024-01-15 06:45:00,Machine_4,130.42,Running,None
2024-01-15 06:45:00,Machine_5,187.12,Error,Vibration High
2024-01-15 06:45:00,Machine_6,146.78,Running,None
2024-01-15 06:45:00,Machine_7,113.44,Idle,None
2024-01-15 06:45:00,Machine_8,145.23,Running,None
2024-01-15 06:45:00,Machine_9,191.50,Error,Vibration High
2024-01-15 06:45:00,Machine_10,165.25,Running,None
2024-01-15 07:00:00,Machine_1,178.28,Running,None
2024-01-15 07:00:00,Machine_2,106.76,Running,None
2024-01-15 07:00:00,Machine_3,160.97,Running,Vibration High
2024-01-15 07:00:00,Machine_4,145.58,Idle,None
2024-01-15 07:00:00,Machine_5,138.39,Running,None
2024-01-15 07:00:00,Machine_6,163.14,Running,None
2024-01-15 07:00:00,Machine_7,156.66,Running,None
2024-01-15 07:00:00,Machine_8,117.37,Idle,None
2024-01-15 07:00:00,Machine_9,113.91,Running,None
2024-01-15 07:00:00,Machine_10,190.02,Running,None
2024-01-15 07:15:00,Machine_1,165.46,Idle,None
2024-01-15 07:15:00,Machine_2,117.58,Running,None
2024-01-15 07:15:00,Machine_3,193.63,Idle,None
2024-01-15 07:15:00,Machine_4,185.64,Running,None
2024-01-15 07:15:00,Machine_5,161.35,Running,None
2024-01-15 07:15:00,Machine_6,153.18,Running,None
2024-01-15 07:15:00,Machine_7,117.21,Running,None
2024-01-15 07:15:00,Machine_8,142.30,Running,None
2024-01-15 07:15:00,Machine_9,149.97,Running,None
2024-01-15 07:15:00,Machine_10,159.10,Running,None
2024-01-15 07:30:00,Machine_1,164.88,Idle,None
2024-01-15 07:30:00,Machine_2,195.88,Running,None
2024-01-15 07:30:00,Machine_3,160.38,Running,None
2024-01-15 07:30:00,Machine_4,158.59,Running,None
2024-01-15 07:30:00,Machine_5,151.06,Running,None
2024-01-15 07:30:00,Machine_6,195.13,Running,None
2024-01-15 07:30:00,Machine_7,166.31,Running,None
2024-01-15 07:30:00,Machine_8,163.12,Idle,None
2024-01-15 07:30:00,Machine_9,127.25,Running,None
2024-01-15 07:30:00,Machine_10,120.89,Running,None
2024-01-15 07:45:00,Machine_1,120.83,Running,None
2024-01-15 07:45:00,Machine_2,182.06,Running,None
2024-01-15 07:45:00,Machine_3,140.69,Running,None
2024-01-15 07:45:00,Machine_4,158.37,Running,Low Pressure
2024-01-15 07:45:00,Machine_5,116.81,Running,None
2024-01-15 07:45:00,Machine_6,109.66,Running,None
2024-01-15 07:45:00,Machine_7,102.07,Running,None
2024-01-15 07:45:00,Machine_8,132.67,Running,Low Pressure
2024-01-15 07:45:00,Machine_9,103.91,Running,None
2024-01-15 07:45:00,Machine_10,116.76,Error,Vibration High
2024-01-15 08:00:00,Machine_1,195.57,Running,None
2024-01-15 08:00:00,Machine_2,179.49,Idle,None
2024-01-15 08:00:00,Machine_3,101.26,Running,None
2024-01-15 08:00:00,Machine_4,198.97,Running,None
2024-01-15 08:00:00,Machine_5,179.82,Running,None
2024-01-15 08:00:00,Machine_6,182.60,Running,None
2024-01-15 08:00:00,Machine_7,192.93,Idle,None
2024-01-15 08:00:00,Machine_8,192.13,Running,None
2024-01-15 08:00:00,Machine_9,189.03,Idle,None
2024-01-15 08:00:00,Machine_10,194.54,Running,None
2024-01-15 08:15:00,Machine_1,132.37,Running,None
2024-01-15 08:15:00,Machine_2,130.12,Error,Vibration High
2024-01-15 08:15:00,Machine_3,116.22,Running,None
2024-01-15 08:15:00,Machine_4,105.72,Running,None
2024-01-15 08:15:00,Machine_5,175.75,Error,Overheat
2024-01-15 08:15:00,Machine_6,119.56,Running,None
2024-01-15 08:15:00,Machine_7,170.89,Running,None
2024-01-15 08:15:00,Machine_8,126.58,Running,Low Pressure
2024-01-15 08:15:00,Machine_9,199.22,Running,None
2024-01-15 08:15:00,Machine_10,144.35,Idle,None
2024-01-15 08:30:00,Machine_1,154.56,Running,None
2024-01-15 08:30:00,Machine_2,100.35,Running,None
2024-01-15 08:30:00,Machine_3,182.26,Running,None
2024-01-15 08:30:00,Machine_4,116.20,Running,None
2024-01-15 08:30:00,Machine_5,119.33,Running,None
2024-01-15 08:30:00,Machine_6,134.36,Running,None
2024-01-15 08:30:00,Machine_7,126.70,Running,None
2024-01-15 08:30:00,Machine_8,101.52,Running,None
2024-01-15 08:30:00,Machine_9,176.96,Running,None
2024-01-15 08:30:00,Machine_10,159.73,Running,None
2024-01-15 08:45:00,Machine_1,163.07,Running,None
2024-01-15 08:45:00,Machine_2,198.08,Running,None
2024-01-15 08:45:00,Machine_3,113.40,Running,None
2024-01-15 08:45:00,Machine_4,105.39,Running,Overheat
2024-01-15 08:45:00,Machine_5,158.23,Running,None
2024-01-15 08:45:00,Machine_6,198.99,Running,None
2024-01-15 08:45:00,Machine_7,112.30,Running,None
2024-01-15 08:45:00,Machine_8,197.83,Idle,None
2024-01-15 08:45:00,Machine_9,102.19,Running,None
2024-01-15 08:45:00,Machine_10,122.41,Running,None
2024-01-15 09:00:00,Machine_1,166.00,Running,None
2024-01-15 09:00:00,Machine_2,160.26,Running,None
2024-01-15 09:00:00,Machine_3,144.34,Running,None
2024-01-15 09:00:00,Machine_4,122.26,Running,None
2024-01-15 09:00:00,Machine_5,187.80,Idle,None
2024-01-15 09:00:00,Machine_6,124.72,Running,None
2024-01-15 09:00:00,Machine_7,120.87,Running,None
2024-01-15 09:00:00,Machine_8,119.96,Idle,None
2024-01-15 09:00:00,Machine_9,156.78,Running,None
2024-01-15 09:00:00,Machine_10,193.22,Running,None
2024-01-15 09:15:00,Machine_1,100.57,Running,None
2024-01-15 09:15:00,Machine_2,187.66,Error,Overheat
2024-01-15 09:15:00,Machine_3,123.49,Running,Overheat
2024-01-15 09:15:00,Machine_4,184.49,Running,None
2024-01-15 09:15:00,Machine_5,176.64,Running,None
2024-01-15 09:15:00,Machine_6,134.28,Running,None
2024-01-15 09:15:00,Machine_7,188.59,Running,None
2024-01-15 09:15:00,Machine_8,143.28,Running,None
2024-01-15 09:15:00,Machine_9,165.01,Running,None
2024-01-15 09:15:00,Machine_10,152.25,Running,None
2024-01-15 09:30:00,Machine_1,191.95,Running,None
2024-01-15 09:30:00,Machine_2,170.63,Running,None
2024-01-15 09:30:00,Machine_3,194.10,Idle,None
2024-01-15 09:30:00,Machine_4,196.96,Running,Vibration High
2024-01-15 09:30:00,Machine_5,182.65,Idle,None
2024-01-15 09:30:00,Machine_6,158.95,Running,Low Pressure
2024-01-15 09:30:00,Machine_7,187.15,Idle,None
2024-01-15 09:30:00,Machine_8,174.61,Idle,None
2024-01-15 09:30:00,Machine_9,148.72,Running,None
2024-01-15 09:30:00,Machine_10,110.38,Running,None
2024-01-15 09:45:00,Machine_1,136.67,Running,None
2024-01-15 09:45:00,Machine_2,104.61,Running,None
2024-01-15 09:45:00,Machine_3,101.93,Running,None
2024-01-15 09:45:00,Machine_4,198.53,Running,None
2024-01-15 09:45:00,Machine_5,157.86,Running,None
2024-01-15 09:45:00,Machine_6,109.35,Running,None
2024-01-15 09:45:00,Machine_7,145.20,Idle,None
2024-01-15 09:45:00,Machine_8,197.99,Error,Overheat
2024-01-15 09:45:00,Machine_9,173.71,Running,Low Pressure
2024-01-15 09:45:00,Machine_10,144.83,Error,Overheat
2024-01-15 10:00:00,Machine_1,147.10,Running,None
2024-01-15 10:00:00,Machine_2,169.17,Running,None
2024-01-15 10:00:00,Machine_3,153.32,Running,None
2024-01-15 10:00:00,Machine_4,178.30,Idle,None
2024-01-15 10:00:00,Machine_5,185.65,Idle,None
2024-01-15 10:00:00,Machine_6,184.19,Running,None
2024-01-15 10:00:00,Machine_7,105.61,Running,None
2024-01-15 10:00:00,Machine_8,131.78,Error,Overheat
2024-01-15 10:00:00,Machine_9,113.93,Running,None
2024-01-15 10:00:00,Machine_10,129.34,Idle,None
2024-01-15 10:15:00,Machine_1,118.44,Running,None
2024-01-15 10:15:00,Machine_2,169.09,Running,None
2024-01-15 10:15:00,Machine_3,151.70,Running,None
2024-01-15 10:15:00,Machine_4,175.89,Error,Low Pressure
2024-01-15 10:15:00,Machine_5,198.92,Running,None
2024-01-15 10:15:00,Machine_6,184.35,Running,None
2024-01-15 10:15:00,Machine_7,157.00,Idle,None
2024-01-15 10:15:00,Machine_8,122.86,Running,None
2024-01-15 10:15:00,Machine_9,196.82,Running,None
2024-01-15 10:15:00,Machine_10,192.13,Running,None
2024-01-15 10:30:00,Machine_1,114.62,Running,Overheat
2024-01-15 10:30:00,Machine_2,172.90,Running,None
2024-01-15 10:30:00,Machine_3,176.67,Running,None
2024-01-15 10:30:00,Machine_4,109.47,Running,None
2024-01-15 10:30:00,Machine_5,187.26,Running,Low Pressure
2024-01-15 10:30:00,Machine_6,182.07,Running,None
2024-01-15 10:30:00,Machine_7,182.62,Idle,None
2024-01-15 10:30:00,Machine_8,161.64,Running,None
2024-01-15 10:30:00,Machine_9,167.63,Running,None
2024-01-15 10:30:00,Machine_10,155.41,Running,None
2024-01-15 10:45:00,Machine_1,114.94,Running,None
2024-01-15 10:45:00,Machine_2,151.16,Running,None
2024-01-15 10:45:00,Machine_3,189.29,Running,None
2024-01-15 10:45:00,Machine_4,103.59,Running,None
2024-01-15 10:45:00,Machine_5,161.12,Running,None
2024-01-15 10:45:00,Machine_6,155.57,Running,None
2024-01-15 10:45:00,Machine_7,134.65,Error,Vibration High
2024-01-15 10:45:00,Machine_8,193.43,Running,None
2024-01-15 10:45:00,Machine_9,104.36,Running,None
2024-01-15 10:45:00,Machine_10,157.56,Running,None
2024-01-15 11:00:00,Machine_1,159.72,Running,None
2024-01-15 11:00:00,Machine_2,119.24,Running,None
2024-01-15 11:00:00,Machine_3,175.55,Running,None
2024-01-15 11:00:00,Machine_4,102.10,Running,None
2024-01-15 11:00:00,Machine_5,111.17,Running,None
2024-01-15 11:00:00,Machine_6,157.34,Running,None
2024-01-15 11:00:00,Machine_7,166.79,Running,None
2024-01-15 11:00:00,Machine_8,168.53,Running,None
2024-01-15 11:00:00,Machine_9,163.93,Error,Overheat
2024-01-15 11:00:00,Machine_10,199.63,Running,None
2024-01-15 11:15:00,Machine_1,161.22,Idle,None
2024-01-15 11:15:00,Machine_2,117.74,Idle,None
2024-01-15 11:15:00,Machine_3,199.55,Running,None
2024-01-15 11:15:00,Machine_4,107.05,Error,Overheat
2024-01-15 11:15:00,Machine_5,121.82,Running,None
2024-01-15 11:15:00,Machine_6,112.49,Running,None
2024-01-15 11:15:00,Machine_7,137.35,Running,None
2024-01-15 11:15:00,Machine_8,135.65,Running,Low Pressure
2024-01-15 11:15:00,Machine_9,177.38,Running,None
2024-01-15 11:15:00,Machine_10,186.57,Running,None
2024-01-15 11:30:00,Machine_1,145.07,Running,None
2024-01-15 11:30:00,Machine_2,143.18,Running,None
2024-01-15 11:30:00,Machine_3,109.76,Running,Low Pressure
2024-01-15 11:30:00,Machine_4,165.13,Running,None
2024-01-15 11:30:00,Machine_5,160.51,Running,None
2024-01-15 11:30:00,Machine_6,135.14,Running,None
2024-01-15 11:30:00,Machine_7,195.06,Running,None
2024-01-15 11:30:00,Machine_8,129.96,Running,None
2024-01-15 11:30:00,Machine_9,147.24,Running,None
2024-01-15 11:30:00,Machine_10,161.27,Error,Vibration High
2024-01-15 11:45:00,Machine_1,108.60,Running,None
2024-01-15 11:45:00,Machine_2,195.60,Running,None
2024-01-15 11:45:00,Machine_3,159.59,Running,None
2024-01-15 11:45:00,Machine_4,103.95,Running,None
2024-01-15 11:45:00,Machine_5,142.81,Running,None
2024-01-15 11:45:00,Machine_6,148.23,Idle,None
2024-01-15 11:45:00,Machine_7,120.87,Running,None
2024-01-15 11:45:00,Machine_8,174.57,Running,Low Pressure
2024-01-15 11:45:00,Machine_9,174.94,Error,Overheat
2024-01-15 11:45:00,Machine_10,107.41,Running,None
2024-01-15 12:00:00,Machine_1,122.85,Running,None
2024-01-15 12:00:00,Machine_2,183.32,Running,None
2024-01-15 12:00:00,Machine_3,103.99,Idle,None
2024-01-15 12:00:00,Machine_4,154.39,Running,None
