Timestamp,Machine_ID,Operator_ID,Units_Produced,Defective_Units,Production_Time_min
2024-01-15 10:00:00,Machine_4,1003,115,5,89
2024-01-15 10:00:00,Machine_5,1004,302,7,57
2024-01-15 10:00:00,Machine_6,1001,253,2,110
2024-01-15 10:00:00,Machine_7,1002,219,3,82
2024-01-15 10:00:00,Machine_8,1000,52,0,35
2024-01-15 10:00:00,Machine_9,1007,103,5,24
2024-01-15 10:00:00,Machine_10,1009,437,8,62
2024-01-15 11:00:00,Machine_1,1005,382,0,49
2024-01-15 11:00:00,Machine_2,1008,97,2,15
2024-01-15 11:00:00,Machine_3,1001,479,8,118
2024-01-15 11:00:00,Machine_4,1007,304,1,106
2024-01-15 11:00:00,Machine_5,1000,204,9,85
2024-01-15 11:00:00,Machine_6,1002,248,0,110
2024-01-15 11:00:00,Machine_7,1003,421,7,10
2024-01-15 11:00:00,Machine_8,1009,300,7,32
2024-01-15 11:00:00,Machine_9,1006,120,6,24
2024-01-15 11:00:00,Machine_10,1004,117,4,110
2024-01-15 12:00:00,Machine_1,1007,438,5,102
2024-01-15 12:00:00,Machine_2,1005,248,7,53
2024-01-15 12:00:00,Machine_3,1000,288,0,109
2024-01-15 12:00:00,Machine_4,1009,172,1,110
2024-01-15 12:00:00,Machine_5,1001,428,0,108
2024-01-15 12:00:00,Machine_6,1008,165,1,38
2024-01-15 12:00:00,Machine_7,1003,153,5,44
2024-01-15 12:00:00,Machine_8,1002,366,5,34
2024-01-15 12:00:00,Machine_9,1006,129,2,115
2024-01-15 12:00:00,Machine_10,1004,178,3,34
2024-01-15 13:00:00,Machine_1,1004,209,0,45
2024-01-15 13:00:00,Machine_2,1007,125,2,77
2024-01-15 13:00:00,Machine_3,1000,69,6,22
2024-01-15 13:00:00,Machine_4,1005,353,6,111
2024-01-15 13:00:00,Machine_5,1006,123,5,103
2024-01-15 13:00:00,Machine_6,1002,339,4,97
2024-01-15 13:00:00,Machine_7,1001,314,5,114
2024-01-15 13:00:00,Machine_8,1003,214,3,46
2024-01-15 13:00:00,Machine_9,1009,435,2,39
2024-01-15 13:00:00,Machine_10,1008,134,7,19
2024-01-15 14:00:00,Machine_1,1000,106,3,71
2024-01-15 14:00:00,Machine_2,1008,441,0,32
2024-01-15 14:00:00,Machine_3,1005,463,8,45
2024-01-15 14:00:00,Machine_4,1006,67,7,48
2024-01-15 14:00:00,Machine_5,1001,413,4,88
2024-01-15 14:00:00,Machine_6,1003,177,9,21
2024-01-15 14:00:00,Machine_7,1007,346,0,119
2024-01-15 14:00:00,Machine_8,1002,292,1,89
2024-01-15 14:00:00,Machine_9,1009,413,1,16
2024-01-15 14:00:00,Machine_10,1004,225,8,90
2024-01-15 15:00:00,Machine_1,1003,95,3,114
2024-01-15 15:00:00,Machine_2,1000,245,2,12
2024-01-15 15:00:00,Machine_3,1009,190,1,98
2024-01-15 15:00:00,Machine_4,1006,177,4,51
2024-01-15 15:00:00,Machine_5,1007,64,6,78
2024-01-15 15:00:00,Machine_6,1005,462,9,40
2024-01-15 15:00:00,Machine_7,1008,493,3,55
2024-01-15 15:00:00,Machine_8,1004,65,0,86
2024-01-15 15:00:00,Machine_9,1002,81,8,23
2024-01-15 15:00:00,Machine_10,1001,274,8,57
2024-01-15 16:00:00,Machine_1,1002,132,5,94
2024-01-15 16:00:00,Machine_2,1006,383,8,96
2024-01-15 16:00:00,Machine_3,1008,98,3,31
2024-01-15 16:00:00,Machine_4,1004,238,3,95
2024-01-15 16:00:00,Machine_5,1005,348,2,102
2024-01-15 16:00:00,Machine_6,1003,421,6,47
2024-01-15 16:00:00,Machine_7,1001,320,9,114
2024-01-15 16:00:00,Machine_8,1000,374,1,110
2024-01-15 16:00:00,Machine_9,1009,316,9,48
2024-01-15 16:00:00,Machine_10,1007,474,8,113
2024-01-15 17:00:00,Machine_1,1000,398,7,118
2024-01-15 17:00:00,Machine_2,1008,102,2,106
2024-01-15 17:00:00,Machine_3,1004,140,9,75
2024-01-15 17:00:00,Machine_4,1006,443,4,21
2024-01-15 17:00:00,Machine_5,1002,277,6,76
2024-01-15 17:00:00,Machine_6,1007,227,0,100
2024-01-15 17:00:00,Machine_7,1005,156,6,76
2024-01-15 17:00:00,Machine_8,1009,493,7,67
2024-01-15 17:00:00,Machine_9,1003,183,1,104
2024-01-15 17:00:00,Machine_10,1001,462,6,43
2024-01-15 18:00:00,Machine_1,1005,375,3,71
2024-01-15 18:00:00,Machine_2,1009,151,3,52
2024-01-15 18:00:00,Machine_3,1004,178,9,96
2024-01-15 18:00:00,Machine_4,1002,239,1,65
2024-01-15 18:00:00,Machine_5,1006,136,9,42
2024-01-15 18:00:00,Machine_6,1001,372,1,86
2024-01-15 18:00:00,Machine_7,1000,395,4,46
2024-01-15 18:00:00,Machine_8,1003,256,1,21
2024-01-15 18:00:00,Machine_9,1007,308,3,14
2024-01-15 18:00:00,Machine_10,1008,111,5,62
2024-01-15 19:00:00,Machine_1,1008,303,0,24
2024-01-15 19:00:00,Machine_2,1003,194,0,116
2024-01-15 19:00:00,Machine_3,1007,145,7,29
2024-01-15 19:00:00,Machine_4,1009,258,7,94
2024-01-15 19:00:00,Machine_5,1001,295,4,68
2024-01-15 19:00:00,Machine_6,1006,241,3,101
2024-01-15 19:00:00,Machine_7,1004,67,7,21
2024-01-15 19:00:00,Machine_8,1002,411,1,46
2024-01-15 19:00:00,Machine_9,1005,441,4,103
2024-01-15 19:00:00,Machine_10,1000,110,9,21
2024-01-15 20:00:00,Machine_1,1009,415,1,32
2024-01-15 20:00:00,Machine_2,1008,185,8,70
2024-01-15 20:00:00,Machine_3,1001,383,7,106
2024-01-15 20:00:00,Machine_4,1000,281,2,36
2024-01-15 20:00:00,Machine_5,1003,467,1,115
2024-01-15 20:00:00,Machine_6,1006,397,5,98
2024-01-15 20:00:00,Machine_7,1002,300,8,30
2024-01-15 20:00:00,Machine_8,1004,319,6,26
2024-01-15 20:00:00,Machine_9,1005,412,4,76
2024-01-15 20:00:00,Machine_10,1007,196,2,29
2024-01-15 21:00:00,Machine_1,1007,190,3,81
2024-01-15 21:00:00,Machine_2,1006,382,7,103
2024-01-15 21:00:00,Machine_3,1008,403,1,118
2024-01-15 21:00:00,Machine_4,1000,469,7,65
2024-01-15 21:00:00,Machine_5,1005,452,4,74
2024-01-15 21:00:00,Machine_6,1002,494,0,41
2024-01-15 21:00:00,Machine_7,1004,308,6,90
2024-01-15 21:00:00,Machine_8,1009,272,5,45
2024-01-15 21:00:00,Machine_9,1001,138,4,86
2024-01-15 21:00:00,Machine_10,1003,52,0,99
2024-01-15 22:00:00,Machine_1,1007,467,7,99
2024-01-15 22:00:00,Machine_2,1001,147,0,29
2024-01-15 22:00:00,Machine_3,1002,196,3,31
2024-01-15 22:00:00,Machine_4,1004,264,0,69
2024-01-15 22:00:00,Machine_5,1009,74,2,67
2024-01-15 22:00:00,Machine_6,1000,78,7,65
2024-01-15 22:00:00,Machine_7,1006,290,0,23
2024-01-15 22:00:00,Machine_8,1008,363,1,16
2024-01-15 22:00:00,Machine_9,1005,432,9,87
2024-01-15 22:00:00,Machine_10,1003,474,6,65
2024-01-15 23:00:00,Machine_1,1002,347,1,24
2024-01-15 23:00:00,Machine_2,1009,52,9,64
2024-01-15 23:00:00,Machine_3,1000,438,8,17
2024-01-15 23:00:00,Machine_4,1003,196,2,84
2024-01-15 23:00:00,Machine_5,1008,182,2,33
2024-01-15 23:00:00,Machine_6,1004,435,4,108
2024-01-15 23:00:00,Machine_7,1007,364,0,52
2024-01-15 23:00:00,Machine_8,1001,157,8,38
2024-01-15 23:00:00,Machine_9,1005,77,4,38
2024-01-15 23:00:00,Machine_10,1006,454,7,103
2024-01-16 00:00:00,Machine_1,1005,394,1,31
2024-01-16 00:00:00,Machine_2,1000,373,6,110
2024-01-16 00:00:00,Machine_3,1009,263,4,36
2024-01-16 00:00:00,Machine_4,1006,146,0,82
2024-01-16 00:00:00,Machine_5,1001,248,4,106
2024-01-16 00:00:00,Machine_6,1003,301,3,54
2024-01-16 00:00:00,Machine_7,1008,324,8,97
2024-01-16 00:00:00,Machine_8,1007,496,1,118
2024-01-16 00:00:00,Machine_9,1004,247,2,22
2024-01-16 00:00:00,Machine_10,1002,160,8,17
2024-01-16 01:00:00,Machine_1,1005,203,3,18
2024-01-16 01:00:00,Machine_2,1003,421,1,85
2024-01-16 01:00:00,Machine_3,1001,276,7,20
2024-01-16 01:00:00,Machine_4,1000,418,5,31
2024-01-16 01:00:00,Machine_5,1004,82,2,120
2024-01-16 01:00:00,Machine_6,1008,403,0,96
2024-01-16 01:00:00,Machine_7,1007,173,6,13
2024-01-16 01:00:00,Machine_8,1006,67,3,30
2024-01-16 01:00:00,Machine_9,1002,461,0,27
2024-01-16 01:00:00,Machine_10,1009,366,1,114
2024-01-16 02:00:00,Machine_1,1004,392,3,33
2024-01-16 02:00:00,Machine_2,1003,431,0,37
2024-01-16 02:00:00,Machine_3,1002,60,3,110
2024-01-16 02:00:00,Machine_4,1007,72,0,71
2024-01-16 02:00:00,Machine_5,1000,128,3,28
2024-01-16 02:00:00,Machine_6,1006,175,3,52
2024-01-16 02:00:00,Machine_7,1008,52,1,62
2024-01-16 02:00:00,Machine_8,1009,193,6,48
2024-01-16 02:00:00,Machine_9,1001,235,6,50
2024-01-16 02:00:00,Machine_10,1005,357,3,51
2024-01-16 03:00:00,Machine_1,1007,159,1,116
2024-01-16 03:00:00,Machine_2,1004,344,6,108
2024-01-16 03:00:00,Machine_3,1003,438,9,72
2024-01-16 03:00:00,Machine_4,1002,214,2,36
2024-01-16 03:00:00,Machine_5,1000,354,8,11
2024-01-16 03:00:00,Machine_6,1006,313,9,58
2024-01-16 03:00:00,Machine_7,1005,427,6,111
2024-01-16 03:00:00,Machine_8,1008,298,5,109
2024-01-16 03:00:00,Machine_9,1001,161,5,91
2024-01-16 03:00:00,Machine_10,1009,216,3,106
2024-01-16 04:00:00,Machine_1,1008,367,2,86
2024-01-16 04:00:00,Machine_2,1006,132,0,76
2024-01-16 04:00:00,Machine_3,1007,396,0,111
2024-01-16 04:00:00,Machine_4,1001,51,4,25
2024-01-16 04:00:00,Machine_5,1005,276,1,59
2024-01-16 04:00:00,Machine_6,1004,310,8,98
2024-01-16 04:00:00,Machine_7,1003,283,8,114
2024-01-16 04:00:00,Machine_8,1000,294,8,87
2024-01-16 04:00:00,Machine_9,1009,222,9,39
2024-01-16 04:00:00,Machine_10,1002,457,2,50
2024-01-16 05:00:00,Machine_1,1000,477,7,59
2024-01-16 05:00:00,Machine_2,1008,468,6,62
2024-01-16 05:00:00,Machine_3,1007,280,7,120
2024-01-16 05:00:00,Machine_4,1006,77,2,16
2024-01-16 05:00:00,Machine_5,1002,416,2,71
2024-01-16 05:00:00,Machine_6,1003,201,3,87
2024-01-16 05:00:00,Machine_7,1005,254,7,96
2024-01-16 05:00:00,Machine_8,1009,266,1,70
2024-01-16 05:00:00,Machine_9,1001,118,0,21
2024-01-16 05:00:00,Machine_10,1004,385,9,86
2024-01-16 06:00:00,Machine_1,1008,399,9,25
2024-01-16 06:00:00,Machine_2,1003,119,6,36
2024-01-16 06:00:00,Machine_3,1001,456,7,69
2024-01-16 06:00:00,Machine_4,1005,86,9,11
2024-01-16 06:00:00,Machine_5,1002,400,9,81
2024-01-16 06:00:00,Machine_6,1009,286,3,108
2024-01-16 06:00:00,Machine_7,1000,82,9,116
2024-01-16 06:00:00,Machine_8,1007,84,0,109
2024-01-16 06:00:00,Machine_9,1004,51,0,105
2024-01-16 06:00:00,Machine_10,1006,172,5,53
2024-01-16 07:00:00,Machine_1,1007,252,8,87
2024-01-16 07:00:00,Machine_2,1005,166,6,44
2024-01-16 07:00:00,Machine_3,1004,348,6,20
2024-01-16 07:00:00,Machine_4,1008,360,1,24
2024-01-16 07:00:00,Machine_5,1002,165,2,92
2024-01-16 07:00:00,Machine_6,1006,447,6,88
2024-01-16 07:00:00,Machine_7,1001,477,9,71
2024-01-16 07:00:00,Machine_8,1009,137,6,41
2024-01-16 07:00:00,Machine_9,1003,413,7,55
2024-01-16 07:00:00,Machine_10,1000,87,6,61
2024-01-16 08:00:00,Machine_1,1008,55,3,108
2024-01-16 08:00:00,Machine_2,1000,231,8,90
2024-01-16 08:00:00,Machine_3,1004,156,5,55
2024-01-16 08:00:00,Machine_4,1003,498,1,24
2024-01-16 08:00:00,Machine_5,1009,289,8,101
2024-01-16 08:00:00,Machine_6,1006,304,0,70
2024-01-16 08:00:00,Machine_7,1007,403,8,82
2024-01-16 08:00:00,Machine_8,1001,410,6,44
2024-01-16 08:00:00,Machine_9,1002,99,3,55
2024-01-16 08:00:00,Machine_10,1005,271,8,48
2024-01-16 09:00:00,Machine_1,1007,199,9,89
2024-01-16 09:00:00,Machine_2,1001,414,4,94
2024-01-16 09:00:00,Machine_3,1009,58,1,44
2024-01-16 09:00:00,Machine_4,1003,495,4,88
2024-01-16 09:00:00,Machine_5,1005,256,3,13
2024-01-16 09:00:00,Machine_6,1004,250,6,108
2024-01-16 09:00:00,Machine_7,1000,328,8,112
2024-01-16 09:00:00,Machine_8,1006,117,9,118
2024-01-16 09:00:00,Machine_9,1002,446,6,80
2024-01-16 09:00:00,Machine_10,1008,358,6,40
2024-01-16 10:00:00,Machine_1,1004,305,1,41
2024-01-16 10:00:00,Machine_2,1007,86,8,76
2024-01-16 10:00:00,Machine_3,1002,498,4,65
2024-01-16 10:00:00,Machine_4,1000,147,4,16
2024-01-16 10:00:00,Machine_5,1003,264,8,89
2024-01-16 10:00:00,Machine_6,1005,202,4,47
2024-01-16 10:00:00,Machine_7,1008,257,3,68
2024-01-16 10:00:00,Machine_8,1001,128,0,56
2024-01-16 10:00:00,Machine_9,1009,380,4,43
2024-01-16 10:00:00,Machine_10,1006,483,4,115
2024-01-16 11:00:00,Machine_1,1005,126,9,63
2024-01-16 11:00:00,Machine_2,1009,276,9,49
2024-01-16 11:00:00,Machine_3,1006,223,9,102
2024-01-16 11:00:00,Machine_4,1008,55,2,35
2024-01-16 11:00:00,Machine_5,1000,462,2,79
2024-01-16 11:00:00,Machine_6,1003,340,7,69
2024-01-16 11:00:00,Machine_7,1004,433,8,70
2024-01-16 11:00:00,Machine_8,1001,381,3,81
2024-01-16 11:00:00,Machine_9,1002,235,7,20
2024-01-16 11:00:00,Machine_10,1007,247,1,105
2024-01-16 12:00:00,Machine_1,1006,341,9,55
2024-01-16 12:00:00,Machine_2,1002,142,5,35
2024-01-16 12:00:00,Machine_3,1000,464,2,15
2024-01-16 12:00:00,Machine_4,1003,90,4,89
2024-01-16 12:00:00,Machine_5,1004,206,0,108
2024-01-16 12:00:00,Machine_6,1009,275,6,106
2024-01-16 12:00:00,Machine_7,1008,245,9,69
2024-01-16 12:00:00,Machine_8,1005,436,2,38
2024-01-16 12:00:00,Machine_9,1001,118,9,17
2024-01-16 12:00:00,Machine_10,1007,416,6,100
2024-01-16 13:00:00,Machine_1,1000,329,6,34
2024-01-16 13:00:00,Machine_2,1004,192,6,12
2024-01-16 13:00:00,Machine_3,1001,294,4,42
2024-01-16 13:00:00,Machine_4,1009,143,7,117
2024-01-16 13:00:00,Machine_5,1003,119,5,99
2024-01-16 13:00:00,Machine_6,1002,284,6,16
2024-01-16 13:00:00,Machine_7,1006,294,9,11
2024-01-16 13:00:00,Machine_8,1008,356,1,68
2024-01-16 13:00:00,Machine_9,1007,290,3,29
2024-01-16 13:00:00,Machine_10,1005,216,5,22
2024-01-16 14:00:00,Machine_1,1002,396,2,99
2024-01-16 14:00:00,Machine_2,1007,275,0,13
2024-01-16 14:00:00,Machine_3,1006,218,2,57
2024-01-16 14:00:00,Machine_4,1005,205,6,43
2024-01-16 14:00:00,Machine_5,1003,484,2,47
2024-01-16 14:00:00,Machine_6,1000,84,5,71
2024-01-16 14:00:00,Machine_7,1004,387,7,14
2024-01-16 14:00:00,Machine_8,1001,137,6,55
2024-01-16 14:00:00,Machine_9,1008,53,9,107
2024-01-16 14:00:00,Machine_10,1009,251,5,31
2024-01-16 15:00:00,Machine_1,1000,362,3,82
2024-01-16 15:00:00,Machine_2,1008,164,7,52
2024-01-16 15:00:00,Machine_3,1004,478,0,53
2024-01-16 15:00:00,Machine_4,1002,330,0,91
2024-01-16 15:00:00,Machine_5,1006,489,7,17
2024-01-16 15:00:00,Machine_6,1005,114,7,57
2024-01-16 15:00:00,Machine_7,1003,172,5,12
2024-01-16 15:00:00,Machine_8,1009,113,8,99
2024-01-16 15:00:00,Machine_9,1001,331,7,31
2024-01-16 15:00:00,Machine_10,1007,334,5,40
2024-01-16 16:00:00,Machine_1,1004,420,3,44
2024-01-16 16:00:00,Machine_2,1000,303,6,23
2024-01-16 16:00:00,Machine_3,1002,386,2,118
2024-01-16 16:00:00,Machine_4,1005,168,9,82
2024-01-16 16:00:00,Machine_5,1006,339,6,61
2024-01-16 16:00:00,Machine_6,1007,482,5,118
2024-01-16 16:00:00,Machine_7,1001,268,8,42
2024-01-16 16:00:00,Machine_8,1003,351,6,82
2024-01-16 16:00:00,Machine_9,1008,220,0,27
2024-01-16 16:00:00,Machine_10,1009,374,3,48
2024-01-16 17:00:00,Machine_1,1008,485,2,52
2024-01-16 17:00:00,Machine_2,1007,64,3,61
2024-01-16 17:00:00,Machine_3,1002,176,0,65
2024-01-16 17:00:00,Machine_4,1009,489,2,98
2024-01-16 17:00:00,Machine_5,1000,325,4,45
2024-01-16 17:00:00,Machine_6,1003,121,1,39
2024-01-16 17:00:00,Machine_7,1004,495,2,101
2024-01-16 17:00:00,Machine_8,1005,390,4,60
2024-01-16 17:00:00,Machine_9,1006,161,9,16
2024-01-16 17:00:00,Machine_10,1001,385,8,22
2024-01-16 18:00:00,Machine_1,1007,254,8,61
2024-01-16 18:00:00,Machine_2,1001,258,6,105
2024-01-16 18:00:00,Machine_3,1008,450,3,22
2024-01-16 18:00:00,Machine_4,1005,322,4,60
2024-01-16 18:00:00,Machine_5,1009,154,7,34
2024-01-16 18:00:00,Machine_6,1004,144,1,64
2024-01-16 18:00:00,Machine_7,1000,240,0,64
2024-01-16 18:00:00,Machine_8,1002,457,9,51
2024-01-16 18:00:00,Machine_9,1006,424,0,113
2024-01-16 18:00:00,Machine_10,1003,232,8,71
2024-01-16 19:00:00,Machine_1,1008,231,6,111
2024-01-16 19:00:00,Machine_2,1001,54,5,99
2024-01-16 19:00:00,Machine_3,1009,475,6,36
2024-01-16 19:00:00,Machine_4,1005,63,3,73
2024-01-16 19:00:00,Machine_5,1006,135,1,74
2024-01-16 19:00:00,Machine_6,1000,61,5,97
2024-01-16 19:00:00,Machine_7,1002,388,8,20
2024-01-16 19:00:00,Machine_8,1007,447,6,102
2024-01-16 19:00:00,Machine_9,1003,390,1,21
2024-01-16 19:00:00,Machine_10,1004,306,9,77
2024-01-16 20:00:00,Machine_1,1005,419,2,89
2024-01-16 20:00:00,Machine_2,1001,97,4,20
2024-01-16 20:00:00,Machine_3,1008,243,8,88
2024-01-16 20:00:00,Machine_4,1000,294,5,100
2024-01-16 20:00:00,Machine_5,1002,448,7,69
2024-01-16 20:00:00,Machine_6,1009,272,8,94
2024-01-16 20:00:00,Machine_7,1003,229,8,73
2024-01-16 20:00:00,Machine_8,1007,321,3,106
2024-01-16 20:00:00,Machine_9,1006,324,4,84
2024-01-16 20:00:00,Machine_10,1004,257,2,74
2024-01-16 21:00:00,Machine_1,1001,115,6,107
2024-01-16 21:00:00,Machine_2,1007,468,0,112
2024-01-16 21:00:00,Machine_3,1004,456,6,113
2024-01-16 21:00:00,Machine_4,1009,260,8,104
2024-01-16 21:00:00,Machine_5,1006,170,5,109
2024-01-16 21:00:00,Machine_6,1005,159,9,41
2024-01-16 21:00:00,Machine_7,1000,423,8,100
2024-01-16 21:00:00,Machine_8,1002,204,8,58
2024-01-16 21:00:00,Machine_9,1003,159,7,86
2024-01-16 21:00:00,Machine_10,1008,131,2,68
2024-01-16 22:00:00,Machine_1,1009,482,0,97
2024-01-16 22:00:00,Machine_2,1004,320,5,117
2024-01-16 22:00:00,Machine_3,1008,237,9,96
2024-01-16 22:00:00,Machine_4,1006,128,0,80
2024-01-16 22:00:00,Machine_5,1002,162,7,34
2024-01-16 22:00:00,Machine_6,1007,161,3,20
2024-01-16 22:00:00,Machine_7,1005,125,2,69
2024-01-16 22:00:00,Machine_8,1003,319,3,70
2024-01-16 22:00:00,Machine_9,1000,442,5,32
2024-01-16 22:00:00,Machine_10,1001,462,5,118
2024-01-16 23:00:00,Machine_1,1008,451,8,78
2024-01-16 23:00:00,Machine_2,1002,389,2,81
2024-01-16 23:00:00,Machine_3,1005,377,7,40
2024-01-16 23:00:00,Machine_4,1001,356,3,16
2024-01-16 23:00:00,Machine_5,1007,321,5,101
2024-01-16 23:00:00,Machine_6,1006,342,7,82
2024-01-16 23:00:00,Machine_7,1004,181,6,10
2024-01-16 23:00:00,Machine_8,1000,223,8,64
2024-01-16 23:00:00,Machine_9,1009,405,7,110
2024-01-16 23:00:00,Machine_10,1003,253,1,28
2024-01-17 00:00:00,Machine_1,1001,57,4,62
2024-01-17 00:00:00,Machine_2,1003,194,6,100
2024-01-17 00:00:00,Machine_3,1000,372,2,91
2024-01-17 00:00:00,Machine_4,1004,305,3,12
2024-01-17 00:00:00,Machine_5,1009,226,5,106
2024-01-17 00:00:00,Machine_6,1002,169,8,41
2024-01-17 00:00:00,Machine_7,1007,428,8,38
2024-01-17 00:00:00,Machine_8,1005,446,8,28
2024-01-17 00:00:00,Machine_9,1008,426,5,48
2024-01-17 00:00:00,Machine_10,1006,343,8,12
2024-01-17 01:00:00,Machine_1,1007,138,1,29
2024-01-17 01:00:00,Machine_2,1006,205,8,98
2024-01-17 01:00:00,Machine_3,1009,300,3,11
2024-01-17 01:00:00,Machine_4,1005,67,1,44
2024-01-17 01:00:00,Machine_5,1003,158,5,16
2024-01-17 01:00:00,Machine_6,1000,424,1,29
2024-01-17 01:00:00,Machine_7,1004,111,2,72
